0,0,0,0
0,0,15630214127,43278882209
0,0,-90301892581,58026154561
0,0,0,0
0,0,-2560110935,46060828577
0,0,-95830870215,48382571700
0,0,0,0
0,0,-20437589392,42817197967
0,0,-100342000000,38225320095
0,0,0,0
0,0,-35908285221,34431224221
0,0,-103790000000,27662590924
0,0,0,0
0,0,-47682167636,22434823798
0,0,-106137000000,16806739423
0,0,0,0
0,0,-55285200110,8430614066
0,0,-107362000000,5773012719
0,0,0,0
0,0,-58800946861,-6228888988
0,0,-107452000000,-5321745202
0,0,0,0
0,0,-58606036301,-20518496635
0,0,-106408000000,-16360393787
0,0,0,0
0,0,-55195859992,-33699718443
0,0,-104244000000,-27226784413
0,0,0,0
0,0,-49093349998,-45250452849
0,0,-100984000000,-37807020794
0,0,0,0
0,0,-40810020254,-54801537648
0,0,-96664562357,-47990676179
0,0,0,0
0,0,-30835074927,-62089249476
0,0,-91333213753,-57671953478
0,0,0,0
0,0,-19638420972,-66922900218
0,0,-85047699778,-66750776047
0,0,0,0
0,0,-7680427074,-69164534890
0,0,-77875593813,-75133798425
0,0,0,0
0,0,4574831347,-68718269833
0,0,-69893416912,-82735328049
0,0,0,0
0,0,16644173390,-65528118401
0,0,-61185764997,-89478150628
0,0,0,0
0,0,28008368839,-59584665030
0,0,-51844367327,-95294253569
0,0,0,0
0,0,38094539550,-50942687757
0,0,-41967088357,-100125000000
0,0,0,0
0,0,46260430182,-39753915355
0,0,-31656884961,-103924000000
0,0,0,0
0,0,51787239739,-26321098979
0,0,-21020730629,-106652000000
0,0,0,0
0,0,53896467342,-11179644048
0,0,-10168517793,-108285000000
0,0,0,0
0,0,51821157562,4794907246
0,0,788051141.1,-108806000000
0,0,0,0
0,0,44979304077,20285028060
0,0,11736574079,-108213000000
0,0,0,0
0,0,33283331521,33534047735
0,0,22565051543,-106513000000
0,0,0,0
0,0,17508698075,42618498161
0,0,33162972313,-103724000000
0,0,0,0
0,0,-570765201.1,46056635146
0,0,43422374372,-99876881367
0,0,0,0
0,0,-18594001530,43437984439
0,0,53238873675,-95010677356
0,0,0,0
0,0,-34402319719,35539029191
0,0,62512653794,-89175912462
0,0,0,0
0,0,-46610464676,23852491601
0,0,71149409947,-82432407829
0,0,0,0
0,0,-54666814823,9994117767
0,0,79061241271,-74849017109
0,0,0,0
0,0,-58608789281,-4649648546
0,0,86167485551,-66502963698
0,0,0,0
0,0,-58791517001,-19019143328
0,0,92395490821,-57479105655
0,0,0,0
0,0,-55703180336,-32348275237
0,0,97681318482,-47869133288
0,0,0,0
0,0,-49866284739,-44094924322
0,0,101970000000,-37770704615
0,0,0,0
0,0,-41794434396,-53876017259
0,0,105218000000,-27286524189
0,0,0,0
0,0,-31979247754,-61418262259
0,0,107390000000,-16523371176
0,0,0,0
0,0,-20892312130,-66524258031
0,0,108462000000,-5591082961
0,0,0,0
0,0,-8994422072,-69051026931
0,0,108422000000,5398498886
0,0,0,0
0,0,3251470683,-68898396757
0,0,107269000000,16332612909
0,0,0,0
0,0,15365054467,-66005917788
0,0,105013000000,27098684288
0,0,0,0
0,0,26831854396,-60358511627
0,0,101674000000,37585444883
0,0,0,0
0,0,37085622796,-52002752054
0,0,97285541416,47684057353
0,0,0,0
0,0,45492191857,-41077717887
0,0,91890308197,57289233227
0,0,0,0
0,0,51340840993,-27866424663
0,0,85542272362,66300334078
0,0,0,0
0,0,53857360369,-12874326996
0,0,78305351991,74622444365
0,0,0,0
0,0,52267491206,3065240168
0,0,70252985838,82167403948
0,0,0,0
0,0,45956738420,18685523881
0,0,61467448566,88854787918
0,0,0,0
0,0,34765772418,32270401199
0,0,52039060078,94612821143
0,0,0,0
0,0,19362798268,41890103732
0,0,42065294248,99379214952
0,0,0,0
0,0,1422806303,45980514257
0,0,31649794064,103102000000
0,0,0,0
0,0,-16720705251,43997302728
0,0,20901301963,105740000000
0,0,0,0
0,0,-32851009053,36604017554
0,0,9932515875,107263000000
0,0,0,0
0,0,-45487893999,25246828274
0,0,-1141116831,107654000000
0,0,0,0
0,0,-53998854669,11550573363
0,0,-12202653704,106906000000
0,0,0,0
0,0,-58371837793,-3065264302
0,0,-23134944739,105026000000
0,0,0,0
0,0,-58938321498,-17506000618
0,0,-33821936722,102032000000
0,0,0,0
0,0,-56178167159,-30977034910
0,0,-44149977251,97955988880
0,0,0,0
0,0,-50613001370,-42915423816
0,0,-54009100687,92839379347
0,0,0,0
0,0,-42758405236,-52923584555
0,0,-63294278192,86736198520
0,0,0,0
0,0,-33108468038,-60718255615
0,0,-71906614194,79710987570
0,0,0,0
0,0,-22136589262,-66095078520
0,0,-79754472281,71838326280
0,0,0,0
0,0,-10304153813,-68905922765
0,0,-86754514534,63201994413
0,0,0,0
0,0,1926820447,-69046297646
0,0,-92832639709,53894020909
0,0,0,0
0,0,14078684049,-66451360613
0,0,-97924807385,44013634277
0,0,0,0
0,0,25641499875,-61100571157
0,0,-101978000000,33666129166
0,0,0,0
0,0,36055457434,-53032665988
0,0,-104949000000,22961665363
0,0,0,0
0,0,44694365640,-42374683877
0,0,-106810000000,12014016339
0,0,0,0
0,0,50855700798,-29390892015
0,0,-107541000000,939284934.4
0,0,0,0
0,0,53770362148,-14557879279
0,0,-107136000000,-10145396097
0,0,0,0
0,0,52658531495,1331912442
0,0,-105602000000,-21123161306
0,0,0,0
0,0,46876732361,17062127434
0,0,-102956000000,-31878690742
0,0,0,0
0,0,36198438823,30959831266
0,0,-99229532579,-42299453324
0,0,0,0
0,0,21187008008,41096025635
0,0,-94462768047,-52276900782
0,0,0,0
0,0,3414490562,45832285309
0,0,-88707959934,-61707598991
0,0,0,0
0,0,-14822767612,44492977734
0,0,-82027277526,-70494285087
0,0,0,0
0,0,-31257767780,37623139973
0,0,-74492295377,-78546840422
0,0,0,0
0,0,-44316408242,26614861566
0,0,-66183164634,-85783171099
0,0,0,0
0,0,-53282317658,13097580493
0,0,-57187708790,-92129989523
0,0,0,0
0,0,-58090613235,-1477460939
0,0,-47600456005,-97523492024
0,0,0,0
0,0,-59046835320,-15980180349
0,0,-37521620059,-101910000000
0,0,0,0
0,0,-56621284791,-29586623239
0,0,-27056041779,-105246000000
0,0,0,0
0,0,-51334155829,-41712244543
0,0,-16312102375,-107500000000
0,0,0,0
0,0,-43702826303,-51944350072
0,0,-5400619570,-108649000000
0,0,0,0
0,0,-34223858584,-59989289995
0,0,5566263124,-108685000000
0,0,0,0
0,0,-23372557857,-65635471789
0,0,16476184322,-107608000000
0,0,0,0
0,0,-11611040120,-68729456120
0,0,27217660838,-105430000000
0,0,0,0
0,0,599435235.9,-69162371237
0,0,37681163519,-102176000000
0,0,0,0
0,0,12783694970,-66865024319
0,0,47760165056,-97879040442
0,0,0,0
0,0,24436139742,-61811566700
0,0,57352152536,-92584054237
0,0,0,0
0,0,35003198649,-54033213703
0,0,66359597981,-86345423300
0,0,0,0
0,0,43866522557,-43645511331
0,0,74690880557,-79226981166
0,0,0,0
0,0,50331926687,-30894709766
0,0,82261154479,-71301314286
0,0,0,0
0,0,53635899102,-16230044100
0,0,88993156896,-62649067163
0,0,0,0
0,0,52994745160,-404174953.4
0,0,94817950307,-53358177300
0,0,0,0
0,0,47739296484,15416373769
0,0,99675594195,-43523045067
0,0,0,0
0,0,37580405747,29604066814
0,0,103516000000,-33243643784
0,0,0,0
0,0,22979515746,40237236079
0,0,106298000000,-22624575690
0,0,0,0
0,0,5402335373,45611671984
0,0,107993000000,-11774079837
0,0,0,0
0,0,-12901538885,44923554929
0,0,108582000000,-802998432.8
0,0,0,0
0,0,-29622947356,38594435100
0,0,108057000000,10176291332
0,0,0,0
0,0,-43095520831,27954758816
0,0,106421000000,21050972292
0,0,0,0
0,0,-52516244733,14633651575
0,0,103689000000,31708900829
0,0,0,0
0,0,-57763934233,112601746.9
0,0,99888666662,42039729901
0,0,0,0
0,0,-59115750814,-14442594088
0,0,95055491440,51936031808
0,0,0,0
0,0,-57031136249,-28177790529
0,0,89237869971,61294410270
0,0,0,0
0,0,-52028270520,-40486005088
0,0,82494087136,70016590704
0,0,0,0
0,0,-44626135280,-50938809670
0,0,74892286691,78010476986
0,0,0,0
0,0,-35323772575,-59231727072
0,0,66509847987,85191162552
0,0,0,0
0,0,-24598496503,-65145648307
0,0,57432654506,91481883333
0,0,0,0
0,0,-12913307309,-68521666764
0,0,47754258617,96814899915
0,0,0,0
0,0,-728873638.5,-69246472686
0,0,37574948549,101132000000
0,0,0,0
0,0,11481908914,-67246563223
0,0,27000725412,104387000000
0,0,0,0
0,0,23217573410,-62490937726
0,0,16142199759,106542000000
0,0,0,0
0,0,33930590065,-55003602749
0,0,5113418977,107573000000
0,0,0,0
0,0,43010329832,-44889133153
0,0,-5969361593,107467000000
0,0,0,0
0,0,49770948529,-32376672501
0,0,-16988949404,106225000000
0,0,0,0
0,0,53455108733,-17889101168
0,0,-27828511624,103857000000
0,0,0,0
0,0,53276800846,-2140782375
0,0,-38372881491,100387000000
0,0,0,0
0,0,48544210825,13750968007
0,0,-48509856653,95851509685
0,0,0,0
0,0,38910071654,28205781009
0,0,-58131471667,90297760403
0,0,0,0
0,0,24737301763,39315451776
0,0,-67135226834,83784279532
0,0,0,0
0,0,7382692471,45318587064
0,0,-75425255949,76380077787
0,0,0,0
0,0,-10960099413,45287216539
0,0,-82913416377,68163853653
0,0,0,0
0,0,-27948387908,39515214452
0,0,-89520286003,59223104343
0,0,0,0
0,0,-41825900490,29263679751
0,0,-95176053201,49653130198
0,0,0,0
0,0,-51700445476,16156170507
0,0,-99821287774,39555946631
0,0,0,0
0,0,-57391045370,1702638526
0,0,-103408000000,29039119198
0,0,0,0
0,0,-59143955522,-12895211260
0,0,-105898000000,18214538469
0,0,0,0
0,0,-57406350867,-26752205382
0,0,-107268000000,7197152077
0,0,0,0
0,0,-52693763307,-39238099930
0,0,-107504000000,-3896328361
0,0,0,0
0,0,-45526572110,-49908083056
0,0,-106605000000,-14948727833
0,0,0,0
0,0,-36406304101,-58446404313
0,0,-104584000000,-25843698876
0,0,0,0
0,0,-25812384286,-64626154018
0,0,-101463000000,-36466986469
0,0,0,0
0,0,-14208846689,-68282791198
0,0,-97277546185,-46707651586
0,0,0,0
0,0,-2055948040,-69298510237
0,0,-92073252032,-56459239388
0,0,0,0
0,0,10175495984,-67595534857
0,0,-85906797495,-65620879543
0,0,0,0
0,0,21987938575,-63137864519
0,0,-78844546560,-74098307804
0,0,0,0
0,0,32839673549,-55942603899
0,0,-70961917467,-81804799598
0,0,0,0
0,0,42127642843,-46103887402
0,0,-62342519618,-88662008145
0,0,0,0
0,0,49174381128,-33834567653
0,0,-53077220197,-94600701242
0,0,0,0
0,0,53229217670,-19532333585
0,0,-43263152635,-99561392440
0,0,0,0
0,0,53505176307,-3874533994
0,0,-33002678907,-103495000000
0,0,0,0
0,0,49290743861,12069789094
0,0,-22402317341,-106363000000
0,0,0,0
0,0,40185034401,26768866470
0,0,-11571647148,-108137000000
0,0,0,0
0,0,26456103861,38333562652
0,0,-622200335,-108802000000
0,0,0,0
0,0,9350244970,44953873483
0,0,10333648945,-108352000000
0,0,0,0
0,0,-9003234713,45582753423
0,0,21183788227,-106793000000
0,0,0,0
0,0,-26237472461,40383117303
0,0,31817454974,-104143000000
0,0,0,0
0,0,-40509519676,30539158886
0,0,42126301134,-100429000000
0,0,0,0
0,0,-50835948725,17663152820
0,0,52005426438,-95691570447
0,0,0,0
0,0,-56972521060,3291310953
0,0,61354373452,-89978148991
0,0,0,0
0,0,-59131921684,-11338775077
0,0,70078077815,-83347779507
0,0,0,0
0,0,-57747523975,-25310162555
0,0,78087767500,-75868190171
0,0,0,0
0,0,-53331475343,-37968537712
0,0,85301805252,-67615568243
0,0,0,0
0,0,-46405269216,-48852053985
0,0,91646468610,-58673834015
0,0,0,0
0,0,-37472867815,-57633221305
0,0,97056662122,-49133846756
0,0,0,0
0,0,-27015872124,-64077016552
